host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified
55440418,Molly,20-01-2016,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,TRUE
22899175,Jacob,23-10-2014,"Austin, Texas, United States",,,,FALSE,East Riverside,1,TRUE,TRUE
9013446,Cindy,23-09-2013,"Chattanooga, Tennessee, United States",,,,FALSE,Brentwood,2,TRUE,TRUE
27903197,Zak,17-02-2015,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,TRUE
3887277,Kevin,16-10-2012,"Austin, Texas, United States",within an hour,100,67,FALSE,,1,TRUE,TRUE
14209173,Erin & Greg,12-04-2014,"Austin, Texas, United States",,,,TRUE,Mueller,1,TRUE,TRUE
46559828,Mark,14-10-2015,"Austin, Texas, United States",within an hour,100,99,TRUE,East Riverside,1,TRUE,TRUE
12702263,Jake,01-03-2014,"San Francisco, California, United States",,,,FALSE,Holly,1,TRUE,TRUE
55798574,Roy,23-01-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
5732418,Alvin (Maurice),02-04-2013,"Austin, Texas, United States",,,,FALSE,East Riverside,1,TRUE,TRUE
9929543,Amelia,10-11-2013,"Austin, Texas, United States",,,,FALSE,East Downtown,5,TRUE,TRUE
56049691,Stavros,25-01-2016,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
31145479,Michael,13-04-2015,"Austin, Texas, United States",,,100,FALSE,Downtown,2,TRUE,TRUE
2909602,Greg,11-07-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
18259508,Stephanie,17-07-2014,"Austin, Texas, United States",within an hour,100,64,TRUE,Hancock,3,TRUE,TRUE
56235113,Robin,26-01-2016,"Brooklyn, New York, United States",,,,FALSE,Old West Austin,1,TRUE,FALSE
56249709,Brent,26-01-2016,"Austin, Texas, United States",within a few hours,100,90,TRUE,Govalle,2,TRUE,FALSE
9224873,Brian,04-10-2013,"Austin, Texas, United States",,,,FALSE,Travis Heights,1,TRUE,TRUE
18262716,Olga,17-07-2014,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,TRUE
56481963,Barbara,28-01-2016,US,,,,FALSE,Gracywoods,1,TRUE,FALSE
539806,Inti,27-04-2011,"Austin, Texas, United States",,,100,TRUE,South Manchaca,2,TRUE,TRUE
56533216,Barbra,28-01-2016,"Austin, Texas, United States",within an hour,100,100,FALSE,Montopolis,1,TRUE,FALSE
1513674,David,17-12-2011,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
28048764,Jessa,20-02-2015,"Austin, Texas, United States",within an hour,100,98,TRUE,Hyde Park,1,TRUE,TRUE
55676662,Mauricio,22-01-2016,US,,,,FALSE,Scofield Ridge,1,TRUE,FALSE
22660327,Deirdre,17-10-2014,"San Marcos, Texas, United States",,,,FALSE,Cherry Creek,1,TRUE,TRUE
17344059,Julian,27-06-2014,"Philadelphia, Pennsylvania, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
56754307,Ed,30-01-2016,"Austin, Texas, United States",,,,FALSE,Windsor Park,1,TRUE,TRUE
56845619,Aimee,31-01-2016,"Austin, Texas, United States",,,,TRUE,Cherry Creek,2,TRUE,TRUE
7342564,Jana,07-07-2013,"Los Angeles, California, United States",,,,FALSE,South Lamar,2,TRUE,TRUE
1821922,Nicole,27-02-2012,"Austin, Texas, United States",,,,FALSE,Holly,1,TRUE,TRUE
56983132,Greg,01-02-2016,"Austin, Texas, United States",,,,FALSE,Holly,1,TRUE,TRUE
8052402,Lucy,09-08-2013,"New York, New York, United States",,,,FALSE,,1,TRUE,TRUE
56896716,Ty,31-01-2016,"Austin, Texas, United States",,,,FALSE,South Congress,1,TRUE,TRUE
27665204,Eric,12-02-2015,"Austin, Texas, United States",,,,FALSE,Rosewood,1,TRUE,TRUE
588319,Kevin,14-05-2011,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
48200260,Chelsea,04-11-2015,"Las Vegas, Nevada, United States",,,,FALSE,Pleasant Valley,1,TRUE,TRUE
28425308,Carly,26-02-2015,"Northampton, Pennsylvania, United States",,,,FALSE,South Congress,1,TRUE,TRUE
34611824,Shannon,30-05-2015,"Austin, Texas, United States",,,,FALSE,East Downtown,2,TRUE,TRUE
37837680,Joan,07-07-2015,"Austin, Texas, United States",within an hour,100,91,TRUE,West Campus,3,TRUE,TRUE
366720,Ryan,28-01-2011,"Austin, Texas, United States",,,,FALSE,Govalle,1,TRUE,FALSE
4183558,Bryant,18-11-2012,"New York, New York, United States",,,,FALSE,South Congress,1,TRUE,TRUE
57194944,Kelly,02-02-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
3600282,Joel,18-09-2012,"New York, United States",,,,FALSE,Downtown,2,TRUE,TRUE
6415315,Pam,15-05-2013,"Copenhagen, Capital Region of Denmark, Denmark",,,,TRUE,Travis Heights,2,TRUE,TRUE
57411360,Lauri,04-02-2016,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
57446340,Corey,04-02-2016,"San Antonio, Texas, United States",,,,FALSE,Downtown,1,TRUE,FALSE
57460628,Monica,04-02-2016,"Austin, Texas, United States",within a few hours,100,83,TRUE,Clarksville,1,TRUE,TRUE
4947634,Matt,03-02-2013,"Austin, Texas, United States",,,,FALSE,Westlake Hills,1,TRUE,TRUE
16759740,JohnWayne,13-06-2014,"Austin, Texas, United States",,,0,FALSE,,2,TRUE,TRUE
9373334,Hannah,06-02-2016,US,,,,FALSE,Old West Austin,1,TRUE,FALSE
4295000,Nat,01-12-2012,"Austin, Texas, United States",within an hour,100,93,FALSE,Zilker,1,TRUE,TRUE
5429173,Olivia,12-03-2013,"Austin, Texas, United States",,,,FALSE,North Loop,1,TRUE,TRUE
57656956,Jung,06-02-2016,"Lakeway, Texas, United States",,,,FALSE,,1,TRUE,TRUE
36451568,Peter,22-06-2015,"Austin, Texas, United States",within an hour,100,97,TRUE,Zilker,1,TRUE,TRUE
11965574,Joy,05-02-2014,"Pflugerville, Texas, United States",,,,FALSE,,1,TRUE,TRUE
57674114,Brad,06-02-2016,US,,,,FALSE,,1,TRUE,FALSE
4979807,Liz,05-02-2013,"Austin, Texas, United States",within an hour,100,100,TRUE,Sunset Valley,1,TRUE,TRUE
6365929,Bernard,13-05-2013,"Austin, Texas, United States",,,,FALSE,Cat Mountian,1,TRUE,FALSE
57171134,Kelley,02-02-2016,"Texas, United States",within an hour,100,100,TRUE,Bouldin Creek,1,TRUE,TRUE
19914010,Shannon,12-08-2014,"Austin, Texas, United States",,,,FALSE,Windsor Park,1,TRUE,TRUE
57885304,Alden & Barbara,08-02-2016,"Austin, Texas, United States",,,0,FALSE,Barton Hills,1,TRUE,TRUE
57903036,Bianca,08-02-2016,"Villeneuve-Saint-Denis, Île-de-France, France",,,,FALSE,West Campus,1,TRUE,FALSE
13841299,Tania,03-04-2014,"Austin, Texas, United States",,,,FALSE,Bryker Woods,1,TRUE,TRUE
1794383,Elizabeth,22-02-2012,"Austin, Texas, United States",within an hour,90,100,TRUE,East Downtown,1,TRUE,FALSE
50246570,John,30-11-2015,,,,,FALSE,Hyde Park,1,TRUE,FALSE
29063263,Elle,09-03-2015,"Austin, Texas, United States",,,,FALSE,University of Texas,2,TRUE,FALSE
16931790,Ashley,18-06-2014,"Austin, Texas, United States",,,,FALSE,St. Edwards,1,TRUE,FALSE
29918941,John,24-03-2015,"North Caldwell, New Jersey, United States",,,,FALSE,Galindo,1,TRUE,TRUE
1195175,Elizabeth,22-09-2011,"Austin, Texas, United States",,,,FALSE,Upper Boggy Creek,1,TRUE,TRUE
58095186,Shea,09-02-2016,"Austin, Texas, United States",,,0,FALSE,Pleasant Valley,1,TRUE,FALSE
58104709,Brian,09-02-2016,US,,,,FALSE,West Austin,1,TRUE,FALSE
58171526,Madison,10-02-2016,"Austin, Texas, United States",,,,FALSE,St. Johns,1,TRUE,FALSE
58199807,Jeff,10-02-2016,"Austin, Texas, United States",,,,FALSE,Dawson,1,TRUE,TRUE
58202283,Melissa,10-02-2016,"Austin, Texas, United States",,,,FALSE,Westlake Hills,1,TRUE,FALSE
791308,Tk,07-07-2011,"Austin, Texas, United States",within a few hours,100,100,FALSE,Old West Austin,1,TRUE,TRUE
58230241,Kasi,10-02-2016,"Austin, Texas, United States",,,,FALSE,Bouldin Creek,1,TRUE,FALSE
1603324,Phil,13-01-2012,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
58350294,Jill,11-02-2016,US,,,,FALSE,Downtown,1,TRUE,FALSE
58365413,Ed,11-02-2016,"Austin, Texas, United States",,,17,TRUE,University of Texas,1,TRUE,FALSE
11894491,Genny,03-02-2014,"Austin, Texas, United States",,,,FALSE,Old West Austin,1,TRUE,TRUE
26389845,Felipe,20-01-2015,"New York, New York, United States",,,,FALSE,East Village,3,TRUE,TRUE
26683428,Riley & Tony,25-01-2015,"Austin, Texas, United States",,,17,FALSE,Westlake Hills,1,TRUE,TRUE
58451875,Lois,12-02-2016,"Austin, Texas, United States",within a few hours,90,67,TRUE,,1,TRUE,TRUE
58474262,Katherine,12-02-2016,US,,,,FALSE,Hyde Park,1,TRUE,FALSE
58475050,Carrie,12-02-2016,"Pflugerville, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
46032437,Joe,07-10-2015,"Austin, Texas, United States",within an hour,100,100,FALSE,,0,TRUE,FALSE
58479162,Emily,12-02-2016,"Austin, Texas, United States",,,,FALSE,South Lamar,1,TRUE,FALSE
956485,Dee,11-08-2011,"Bellingham, Washington, United States",,,,FALSE,West Austin,1,TRUE,TRUE
636807,Caroline,28-05-2011,"Austin, Texas, United States",,,,FALSE,Barton Hills,1,TRUE,TRUE
1704374,Matt,05-02-2012,"Austin, Texas, United States",,,,FALSE,Travis Heights,2,TRUE,TRUE
58529995,Candace,13-02-2016,"Austin, Texas, United States",within a day,100,77,TRUE,Tarrytown,0,TRUE,TRUE
58589359,Chris,13-02-2016,"Austin, Texas, United States",within an hour,100,100,FALSE,Upper Boggy Creek,1,TRUE,FALSE
5831098,Ravi,08-04-2013,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
2712170,Jake,22-06-2012,"Boulder, Colorado, United States",,,,FALSE,Tarrytown,1,TRUE,TRUE
58739366,Jennifer,14-02-2016,US,,,,FALSE,East Riverside,1,TRUE,TRUE
29602356,Will,18-03-2015,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
15897554,Eugenia,23-05-2014,"Austin, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
58776805,Ariana,14-02-2016,"Los Angeles, California, United States",,,,FALSE,North Loop,1,TRUE,TRUE
58095597,Daniele,09-02-2016,,,,,FALSE,Barton Hills,1,TRUE,TRUE
58872156,Cindy & James,15-02-2016,"Sunset Valley, Texas, United States",,,,FALSE,Sunset Valley,1,TRUE,TRUE
58871402,Michelle,15-02-2016,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
5210072,Lara,24-02-2013,"Austin, Texas, United States",,,,FALSE,West Austin,1,TRUE,FALSE
59004821,Leslie,16-02-2016,"Little Rock, Arkansas, United States",,,,FALSE,Hyde Park,1,TRUE,TRUE
34924363,Whitney,03-06-2015,"Austin, Texas, United States",,,,FALSE,East Riverside,1,TRUE,TRUE
52746810,Yash,30-12-2015,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
43301105,Willie,03-09-2015,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
59086855,Elise,16-02-2016,"Austin, Texas, United States",within a day,100,86,FALSE,Hancock,1,TRUE,FALSE
59089695,Christi,16-02-2016,"Austin, Texas, United States",,,,FALSE,Westlake Hills,1,TRUE,FALSE
59111874,Mike,17-02-2016,"Austin, Texas, United States",,,,FALSE,West Congress,1,TRUE,FALSE
413922,Christa,28-02-2011,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
2308662,Jean-Pierre,06-05-2012,"Austin, Texas, United States",,,78,FALSE,Barton Hills,1,TRUE,FALSE
59245152,Tara,17-02-2016,"Austin, Texas, United States",,,,FALSE,Mueller,1,TRUE,TRUE
10368010,Russell And Alli,01-12-2013,"Rockwall, Texas, United States",,,,FALSE,Galindo,1,TRUE,TRUE
1833254,Leyla,29-02-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Mueller,2,TRUE,TRUE
23072158,Denise,28-10-2014,"Austin, Texas, United States",within an hour,100,99,TRUE,St. Edwards,3,TRUE,TRUE
45235446,Andrew,27-09-2015,"Leyden, Massachusetts, United States",,,,TRUE,,1,TRUE,TRUE
59365734,Jeremy,18-02-2016,"Austin, Texas, United States",,,,FALSE,Hyde Park,1,TRUE,FALSE
31367208,Teresa,16-04-2015,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
59452947,Gabriel,19-02-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
17436788,Bay,30-06-2014,"Austin, Texas, United States",within a day,100,94,TRUE,,1,TRUE,TRUE
15403953,Ankita,12-05-2014,"Dallas, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
44887644,Chris,22-09-2015,"Austin, Texas, United States",within a few hours,100,0,FALSE,North Loop,4,TRUE,TRUE
5854631,Sam,09-04-2013,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
59646051,Judy,20-02-2016,US,,,,FALSE,,1,TRUE,FALSE
39283850,Eva,22-07-2015,"Austin, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
30294505,David,30-03-2015,"Dallas, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
1541934,Margo,28-12-2011,"Austin, Texas, United States",within an hour,100,87,TRUE,Hyde Park,2,TRUE,TRUE
59839524,Suzanne,22-02-2016,"Austin, Texas, United States",,,94,TRUE,Old West Austin,1,TRUE,TRUE
28790288,Benjamin,05-03-2015,"Austin, Texas, United States",,,,FALSE,,1,TRUE,FALSE
969988,Neal,14-08-2011,"Austin, Texas, United States",,,,TRUE,Downtown,1,TRUE,TRUE
21083462,Kate,08-09-2014,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
59923338,Parker,22-02-2016,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,TRUE
24269490,Jeremy,28-11-2014,"Austin, Texas, United States",,,,FALSE,McKinney,1,TRUE,TRUE
59950268,Krista,22-02-2016,"Austin, Texas, United States",,,,TRUE,East Riverside,1,TRUE,TRUE
2427880,Geoffrey,21-05-2012,"Austin, Texas, United States",a few days or more,0,0,FALSE,Bouldin Creek,1,TRUE,TRUE
44118034,Taylor,13-09-2015,"Austin, Texas, United States",,,,FALSE,Pleasant Valley,1,TRUE,TRUE
21336770,Anna,14-09-2014,"Austin, Texas, United States",,,,FALSE,Cherry Creek,1,TRUE,FALSE
33400549,Michael,14-05-2015,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
55682742,Chris,22-01-2016,"Salt Lake City, Utah, United States",,,,FALSE,McKinney,1,TRUE,TRUE
22781129,Yanlong,20-10-2014,"Austin, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
11739563,Barrett,23-02-2016,"Austin, Texas, United States",,,,FALSE,Old West Austin,1,TRUE,FALSE
59999983,Majd,23-02-2016,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,TRUE
34049870,Jacqueline,23-05-2015,"Austin, Texas, United States",within an hour,100,75,TRUE,,2,TRUE,TRUE
60013204,Patrick,23-02-2016,"Austin, Texas, United States",within an hour,100,97,TRUE,West Austin,2,TRUE,TRUE
15300240,Landon,09-05-2014,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
11334028,Janie,23-02-2016,"Austin, Texas, United States",,,,FALSE,East Congress,2,TRUE,TRUE
60104605,Mesgana,23-02-2016,US,,,,FALSE,Parker Lane,1,TRUE,FALSE
2574049,Joe,07-06-2012,"Austin, Texas, United States",,,,FALSE,Downtown,2,TRUE,TRUE
60112823,Alice,23-02-2016,"Austin, Texas, United States",within an hour,100,77,FALSE,North Loop,3,TRUE,TRUE
1491322,Laura & David,10-12-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,Montopolis,1,TRUE,TRUE
60124073,Laura,23-02-2016,"Austin, Texas, United States",within a day,100,0,FALSE,Brentwood,0,TRUE,TRUE
2315843,John,07-05-2012,"Austin, Texas, United States",within an hour,100,88,FALSE,East Riverside,1,TRUE,TRUE
110956973,Teri,11-01-2017,US,,,,FALSE,,1,TRUE,FALSE
60257763,Michelle,24-02-2016,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
31720074,Chin,22-04-2015,"Austin, Texas, United States",,,,FALSE,Bouldin Creek,1,TRUE,TRUE
44362649,Tiffany,16-09-2015,"Austin, Texas, United States",,,,FALSE,West Congress,1,TRUE,TRUE
60265516,Teresa,24-02-2016,"Austin, Texas, United States",,,,FALSE,McKinney,1,TRUE,TRUE
60299579,Katie,25-02-2016,US,,,,FALSE,,1,TRUE,FALSE
9128538,Marguerete,29-09-2013,"Austin, Texas, United States",,,84,TRUE,Zilker,1,TRUE,TRUE
17454664,Lauri,30-06-2014,"Austin, Texas, United States",within an hour,100,100,FALSE,Zilker,1,TRUE,TRUE
28076452,Jeremy,21-02-2015,"Austin, Texas, United States",,,,FALSE,North Loop,1,TRUE,TRUE
9368547,Nick,11-10-2013,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
6164267,Sasha,30-04-2013,"Brooklyn, New York, United States",,,,FALSE,Pleasant Valley,1,TRUE,TRUE
6601642,Lisa,27-05-2013,"Austin, Texas, United States",,,,FALSE,East Riverside,1,TRUE,TRUE
60517754,Thomas,26-02-2016,"Austin, Texas, United States",,,,FALSE,Upper Boggy Creek,1,TRUE,FALSE
60532572,Christopher,26-02-2016,"Austin, Texas, United States",,,,FALSE,South First,1,TRUE,TRUE
9268885,Julie And Tony,06-10-2013,"Austin, Texas, United States",within an hour,100,100,TRUE,Shadow Mountain,1,TRUE,TRUE
60639530,Rindi,27-02-2016,"Austin, Texas, United States",,,,FALSE,University of Texas,3,TRUE,FALSE
5216397,Kelly,24-02-2013,"Austin, Texas, United States",,,,FALSE,East Congress,1,TRUE,TRUE
34442751,Alice,28-05-2015,"Albuquerque, New Mexico, United States",,,,FALSE,Brentwood,1,TRUE,TRUE
57528373,Cristina,05-02-2016,"Austin, Texas, United States",,,,FALSE,Windsor Park,1,TRUE,FALSE
60775200,George,28-02-2016,"Austin, Texas, United States",,,,FALSE,Old West Austin,2,TRUE,TRUE
60778342,Samantha,28-02-2016,"Austin, Texas, United States",within an hour,100,94,FALSE,West Congress,1,TRUE,TRUE
59894416,James,22-02-2016,"Austin, Texas, United States",within an hour,100,99,TRUE,St. Edwards,2,TRUE,TRUE
60814153,John,28-02-2016,"Austin, Texas, United States",,,,FALSE,Rosedale,1,TRUE,TRUE
46218652,Alan Battle,10-10-2015,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
46934255,Tod,19-10-2015,"Austin, Texas, United States",within an hour,100,89,FALSE,Pecan Springs Springdale,4,TRUE,TRUE
12033483,Tess,07-02-2014,"New York, New York, United States",,,,FALSE,Zilker,1,TRUE,TRUE
60848269,Emily,29-02-2016,US,,,,FALSE,Upper Boggy Creek,1,TRUE,FALSE
31814673,Eric,23-04-2015,"Los Angeles, California, United States",,,,FALSE,,1,TRUE,TRUE
60947359,Farrah,29-02-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,FALSE
60961173,Werner,29-02-2016,"Austin, Texas, United States",,,,FALSE,McKinney,1,TRUE,FALSE
55148310,Ross,18-01-2016,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
61011394,Asif,29-02-2016,"Belton, Texas, United States",,,,FALSE,Hancock,1,TRUE,FALSE
34198754,David,25-05-2015,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
60544604,Emily,26-02-2016,"Austin, Texas, United States",,,,FALSE,Govalle,1,TRUE,TRUE
61138321,David,01-03-2016,"Austin, Texas, United States",,,,FALSE,Montopolis,1,TRUE,FALSE
30215649,Jake,29-03-2015,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,FALSE
61234909,Harsh,02-03-2016,"Austin, Texas, United States",,,,FALSE,Holly,1,TRUE,TRUE
15475211,Jacek,13-05-2014,"San Francisco, California, United States",,,,FALSE,West Campus,1,TRUE,FALSE
25773254,Phillip,07-01-2015,"Houston, Texas, United States",,,,FALSE,West Campus,1,TRUE,FALSE
26356604,Grey,19-01-2015,"Austin, Texas, United States",,,,FALSE,Travis Heights,1,TRUE,TRUE
15884689,Emily,23-05-2014,"Austin, Texas, United States",within a day,100,44,FALSE,Clarksville,1,TRUE,TRUE
3221544,Ellen,10-08-2012,"Austin, Texas, United States",,,,FALSE,Zilker,1,TRUE,FALSE
60126667,Patrice & Daniel,23-02-2016,"Austin, Texas, United States",within an hour,100,99,TRUE,North Loop,1,TRUE,TRUE
60289088,Caroline,24-02-2016,"Houston, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
1685078,Joe,01-02-2012,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
25118695,Jose,23-12-2014,"Austin, Texas, United States",,,,FALSE,Hancock,1,TRUE,TRUE
58054957,Mark,09-02-2016,"Austin, Texas, United States",,,,FALSE,Pleasant Valley,1,TRUE,FALSE
61352125,Juan,03-03-2016,"Austin, Texas, United States",,,,FALSE,Govalle,1,TRUE,FALSE
17926381,Chad,11-01-2016,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,FALSE
61396508,Jason,03-03-2016,US,,,,FALSE,West Campus,1,TRUE,FALSE
61396304,Jacob,03-03-2016,"Austin, Texas, United States",,,,FALSE,Oak Hill,2,TRUE,TRUE
16429084,Amy,05-06-2014,"Austin, Texas, United States",within a few hours,100,95,TRUE,Highland Park West,0,TRUE,TRUE
61437535,Herbert,03-03-2016,"Austin, Texas, United States",,,,FALSE,North Loop,1,TRUE,FALSE
61444064,Estee,03-03-2016,"Austin, Texas, United States",,,,FALSE,Old West Austin,1,TRUE,TRUE
61446169,Mike,03-03-2016,"Austin, Texas, United States",,,,FALSE,Westgate,1,TRUE,TRUE
61451868,Kathleen,03-03-2016,US,,,,FALSE,Hancock,1,TRUE,FALSE
44959890,Ryan,23-09-2015,"Houston, Texas, United States",,,,FALSE,Mueller,1,TRUE,TRUE
1745138,Anne-Marie,03-03-2016,"Austin, Texas, United States",,,,FALSE,Hyde Park,1,TRUE,TRUE
5651045,Melissa,27-03-2013,"Austin, Texas, United States",,,100,FALSE,Pleasant Valley,1,TRUE,TRUE
61529033,Erica,04-03-2016,"Austin, Texas, United States",,,,FALSE,West Campus,1,TRUE,FALSE
61550181,Megan,04-03-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
61552413,Ellice,04-03-2016,"Austin, Texas, United States",,,,FALSE,Govalle,1,TRUE,TRUE
11770384,Christine,29-01-2014,"Austin, Texas, United States",within a day,82,47,FALSE,East Downtown,1,TRUE,FALSE
61558880,Airbnb,04-03-2016,US,,,,FALSE,,1,TRUE,TRUE
57449603,Sven,04-02-2016,"Bedford, Texas, United States",,,,FALSE,Crestview,1,TRUE,TRUE
42949975,Desmond,30-08-2015,"Austin, Texas, United States",,,,FALSE,Oak Hill,1,TRUE,FALSE
61634764,Cheryl,05-03-2016,"Austin, Texas, United States",,,0,TRUE,Crestview,1,TRUE,FALSE
13275832,Matt,18-03-2014,"Austin, Texas, United States",,,,FALSE,Upper Boggy Creek,1,TRUE,TRUE
61675973,Etzel,05-03-2016,"Austin, Texas, United States",,,,FALSE,West Campus,1,TRUE,FALSE
61550738,Sai,04-03-2016,"Austin, Texas, United States",,,,FALSE,Hyde Park,1,TRUE,TRUE
61702435,Chris,05-03-2016,"Austin, Texas, United States",,,,FALSE,Pecan Spings,1,TRUE,FALSE
16135281,Kristin,29-05-2014,"Austin, Texas, United States",,,,FALSE,Brentwood,1,TRUE,TRUE
61773205,Gwenneth,06-03-2016,"Austin, Texas, United States",,,,FALSE,Oak Hill,1,TRUE,TRUE
17330942,Mike,27-06-2014,"Austin, Texas, United States",,,,FALSE,Zilker,1,TRUE,TRUE
61813031,Sean,06-03-2016,US,,,,FALSE,,1,TRUE,FALSE
61857079,Sarah Margaret,06-03-2016,"Austin, Texas, United States",,,,FALSE,Zilker,1,TRUE,FALSE
4587817,Brandon,04-01-2013,"Austin, Texas, United States",,,,FALSE,Upper Boggy Creek,1,TRUE,TRUE
61890252,Brittany,07-03-2016,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,FALSE
61959031,Jonathan,07-03-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
61413845,Melanie,03-03-2016,"Austin, Texas, United States",a few days or more,0,33,FALSE,,1,TRUE,TRUE
3109970,Tara,31-07-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
12603323,Calandra,26-02-2014,"Austin, Texas, United States",,,,FALSE,Upper Boggy Creek,2,TRUE,TRUE
62015655,Joshua,07-03-2016,"San Antonio, Texas, United States",,,,FALSE,Downtown,1,TRUE,FALSE
52143085,Germain,24-12-2015,"Angers, Pays de la Loire, France",,,,FALSE,East Riverside,1,TRUE,TRUE
62028143,Ford,07-03-2016,"Houston, Texas, United States",,,,FALSE,West Campus,1,TRUE,FALSE
62031659,Carly,07-03-2016,"Austin, Texas, United States",,,0,FALSE,,1,TRUE,FALSE
47193349,Junior,22-10-2015,"Amarillo, Texas, United States",,,0,FALSE,South First,2,TRUE,TRUE
24952920,Allison,17-12-2014,"Houston, Texas, United States",,,,FALSE,Zilker,1,TRUE,TRUE
916807,Melissa,03-08-2011,"Austin, Texas, United States",,,,FALSE,East Congress,2,TRUE,TRUE
59830338,James,21-02-2016,"Austin, Texas, United States",,,,FALSE,Holly,2,TRUE,TRUE
5216130,Paul,24-02-2013,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
37837993,Kerstin,07-07-2015,"Austin, Texas, United States",within a few hours,100,100,FALSE,East Riverside,1,TRUE,TRUE
38173633,Sierra,11-07-2015,"Austin, Texas, United States",,,,FALSE,South First,1,TRUE,TRUE
31980589,Neal,26-04-2015,"Austin, Texas, United States",,,,FALSE,Zilker,1,TRUE,TRUE
62150721,David,08-03-2016,"Austin, Texas, United States",,,,FALSE,Zilker,1,TRUE,FALSE
49880057,Jodi,25-11-2015,"Austin, Texas, United States",,,,FALSE,Brentwood,1,TRUE,TRUE
62168641,Kate,08-03-2016,"Austin, Texas, United States",,,,FALSE,Pleasant Valley,1,TRUE,FALSE
55475106,Michelle,20-01-2016,"Austin, Texas, United States",,,,FALSE,,1,TRUE,FALSE
3097240,Mandy,30-07-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
62260124,Meredith,09-03-2016,"Austin, Texas, United States",,,0,FALSE,,1,TRUE,TRUE
32167975,Regina And Izzy,29-04-2015,"Austin, Texas, United States",within a few hours,100,58,TRUE,,1,TRUE,TRUE
62301232,Randal,09-03-2016,US,,,,FALSE,Gracywoods,1,TRUE,FALSE
62302731,Haley,09-03-2016,"Austin, Texas, United States",,,,FALSE,West Campus,1,TRUE,TRUE
62315111,Ibis,09-03-2016,"Austin, Texas, United States",,,,FALSE,University of Texas,1,TRUE,TRUE
11019119,Rahul,04-01-2014,"Austin, Texas, United States",,,,FALSE,Hancock,2,TRUE,TRUE
62332236,Adrian And Alisha,09-03-2016,"Austin, Texas, United States",,,,FALSE,East Congress,1,TRUE,TRUE
